secret_id,capability,group,query_family,difficulty,route_id,campaign_id
893,domain_expert,normal,code_generation,hard,expert_route,camp_049
894,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_071
895,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_083
896,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_003
897,computer_use,normal,multi_step,easy,computer_route,camp_020
898,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_042
899,coding,suspicious_campaign,tool_planning,medium,code_route,camp_054
900,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_071
901,coding,normal,domain,hard,code_route,camp_088
902,tool_use,proxy_cluster,domain,easy,tool_route,camp_013
903,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_025
904,policy_edge,enterprise_eval,domain,medium,safety_route,camp_042
905,domain_expert,normal,code_generation,hard,expert_route,camp_059
906,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_081
907,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_093
908,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_013
909,computer_use,normal,multi_step,easy,computer_route,camp_030
910,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_052
911,coding,suspicious_campaign,tool_planning,medium,code_route,camp_064
912,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_081
913,coding,normal,domain,hard,code_route,camp_001
914,tool_use,proxy_cluster,domain,easy,tool_route,camp_023
915,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_035
916,policy_edge,enterprise_eval,domain,medium,safety_route,camp_052
917,domain_expert,normal,code_generation,hard,expert_route,camp_069
918,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_091
919,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_006
920,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_023
921,computer_use,normal,multi_step,easy,computer_route,camp_040
922,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_062
923,coding,suspicious_campaign,tool_planning,medium,code_route,camp_074
924,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_091
925,coding,normal,domain,hard,code_route,camp_011
926,tool_use,proxy_cluster,domain,easy,tool_route,camp_033
927,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_045
928,policy_edge,enterprise_eval,domain,medium,safety_route,camp_062
929,domain_expert,normal,code_generation,hard,expert_route,camp_079
930,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_004
931,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_016
932,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_033
933,computer_use,normal,multi_step,easy,computer_route,camp_050
934,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_072
935,coding,suspicious_campaign,tool_planning,medium,code_route,camp_084
936,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_004
937,coding,normal,domain,hard,code_route,camp_021
938,tool_use,proxy_cluster,domain,easy,tool_route,camp_043
939,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_055
940,policy_edge,enterprise_eval,domain,medium,safety_route,camp_072
941,domain_expert,normal,code_generation,hard,expert_route,camp_089
942,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_014
943,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_026
944,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_043
945,computer_use,normal,multi_step,easy,computer_route,camp_060
946,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_082
947,coding,suspicious_campaign,tool_planning,medium,code_route,camp_094
948,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_014
949,coding,normal,domain,hard,code_route,camp_031
950,tool_use,proxy_cluster,domain,easy,tool_route,camp_053
951,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_065
952,policy_edge,enterprise_eval,domain,medium,safety_route,camp_082
953,domain_expert,normal,code_generation,hard,expert_route,camp_002
954,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_024
955,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_036
956,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_053
957,computer_use,normal,multi_step,easy,computer_route,camp_070
958,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_092
959,coding,suspicious_campaign,tool_planning,medium,code_route,camp_007
960,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_024
961,coding,normal,domain,hard,code_route,camp_041
962,tool_use,proxy_cluster,domain,easy,tool_route,camp_063
963,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_075
964,policy_edge,enterprise_eval,domain,medium,safety_route,camp_092
965,domain_expert,normal,code_generation,hard,expert_route,camp_012
966,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_034
967,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_046
968,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_063
969,computer_use,normal,multi_step,easy,computer_route,camp_080
970,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_005
971,coding,suspicious_campaign,tool_planning,medium,code_route,camp_017
972,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_034
973,coding,normal,domain,hard,code_route,camp_051
974,tool_use,proxy_cluster,domain,easy,tool_route,camp_073
975,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_085
976,policy_edge,enterprise_eval,domain,medium,safety_route,camp_005
977,domain_expert,normal,code_generation,hard,expert_route,camp_022
978,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_044
979,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_056
980,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_073
981,computer_use,normal,multi_step,easy,computer_route,camp_090
982,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_015
983,coding,suspicious_campaign,tool_planning,medium,code_route,camp_027
984,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_044
985,coding,normal,domain,hard,code_route,camp_061
986,tool_use,proxy_cluster,domain,easy,tool_route,camp_083
987,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_095
988,policy_edge,enterprise_eval,domain,medium,safety_route,camp_015
989,domain_expert,normal,code_generation,hard,expert_route,camp_032
990,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_054
991,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_066
992,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_083
993,computer_use,normal,multi_step,easy,computer_route,camp_003
994,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_025
995,coding,suspicious_campaign,tool_planning,medium,code_route,camp_037
996,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_054
997,coding,normal,domain,hard,code_route,camp_071
998,tool_use,proxy_cluster,domain,easy,tool_route,camp_093
999,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_008
1000,policy_edge,enterprise_eval,domain,medium,safety_route,camp_025
1001,domain_expert,normal,code_generation,hard,expert_route,camp_042
1002,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_064
1003,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_076
1004,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_093
1005,computer_use,normal,multi_step,easy,computer_route,camp_013
1006,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_035
1007,coding,suspicious_campaign,tool_planning,medium,code_route,camp_047
1008,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_064
1009,coding,normal,domain,hard,code_route,camp_081
1010,tool_use,proxy_cluster,domain,easy,tool_route,camp_006
1011,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_018
1012,policy_edge,enterprise_eval,domain,medium,safety_route,camp_035
1013,domain_expert,normal,code_generation,hard,expert_route,camp_052
1014,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_074
1015,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_086
1016,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_006
1017,computer_use,normal,multi_step,easy,computer_route,camp_023
1018,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_045
1019,coding,suspicious_campaign,tool_planning,medium,code_route,camp_057
1020,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_074
1021,coding,normal,domain,hard,code_route,camp_091
1022,tool_use,proxy_cluster,domain,easy,tool_route,camp_016
1023,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_028
1024,policy_edge,enterprise_eval,domain,medium,safety_route,camp_045
1025,domain_expert,normal,code_generation,hard,expert_route,camp_062
1026,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_084
1027,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_096
1028,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_016
1029,computer_use,normal,multi_step,easy,computer_route,camp_033
1030,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_055
1031,coding,suspicious_campaign,tool_planning,medium,code_route,camp_067
1032,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_084
1033,coding,normal,domain,hard,code_route,camp_004
1034,tool_use,proxy_cluster,domain,easy,tool_route,camp_026
1035,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_038
1036,policy_edge,enterprise_eval,domain,medium,safety_route,camp_055
1037,domain_expert,normal,code_generation,hard,expert_route,camp_072
1038,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_094
1039,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_009
1040,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_026
1041,computer_use,normal,multi_step,easy,computer_route,camp_043
1042,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_065
1043,coding,suspicious_campaign,tool_planning,medium,code_route,camp_077
1044,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_094
1045,coding,normal,domain,hard,code_route,camp_014
1046,tool_use,proxy_cluster,domain,easy,tool_route,camp_036
1047,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_048
1048,policy_edge,enterprise_eval,domain,medium,safety_route,camp_065
1049,domain_expert,normal,code_generation,hard,expert_route,camp_082
1050,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_007
1051,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_019
1052,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_036
1053,computer_use,normal,multi_step,easy,computer_route,camp_053
1054,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_075
1055,coding,suspicious_campaign,tool_planning,medium,code_route,camp_087
1056,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_007
1057,coding,normal,domain,hard,code_route,camp_024
1058,tool_use,proxy_cluster,domain,easy,tool_route,camp_046
1059,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_058
1060,policy_edge,enterprise_eval,domain,medium,safety_route,camp_075
1061,domain_expert,normal,code_generation,hard,expert_route,camp_092
1062,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_017
1063,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_029
1064,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_046
1065,computer_use,normal,multi_step,easy,computer_route,camp_063
1066,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_085
1067,coding,suspicious_campaign,tool_planning,medium,code_route,camp_000
1068,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_017
1069,coding,normal,domain,hard,code_route,camp_034
1070,tool_use,proxy_cluster,domain,easy,tool_route,camp_056
1071,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_068
1072,policy_edge,enterprise_eval,domain,medium,safety_route,camp_085
1073,domain_expert,normal,code_generation,hard,expert_route,camp_005
1074,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_027
1075,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_039
1076,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_056
1077,computer_use,normal,multi_step,easy,computer_route,camp_073
1078,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_095
1079,coding,suspicious_campaign,tool_planning,medium,code_route,camp_010
1080,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_027
1081,coding,normal,domain,hard,code_route,camp_044
1082,tool_use,proxy_cluster,domain,easy,tool_route,camp_066
1083,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_078
1084,policy_edge,enterprise_eval,domain,medium,safety_route,camp_095
1085,domain_expert,normal,code_generation,hard,expert_route,camp_015
1086,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_037
1087,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_049
1088,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_066
1089,computer_use,normal,multi_step,easy,computer_route,camp_083
1090,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_008
1091,coding,suspicious_campaign,tool_planning,medium,code_route,camp_020
1092,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_037
1093,coding,normal,domain,hard,code_route,camp_054
1094,tool_use,proxy_cluster,domain,easy,tool_route,camp_076
1095,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_088
1096,policy_edge,enterprise_eval,domain,medium,safety_route,camp_008
1097,domain_expert,normal,code_generation,hard,expert_route,camp_025
1098,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_047
1099,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_059
1100,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_076
1101,computer_use,normal,multi_step,easy,computer_route,camp_093
1102,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_018
1103,coding,suspicious_campaign,tool_planning,medium,code_route,camp_030
1104,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_047
1105,coding,normal,domain,hard,code_route,camp_064
1106,tool_use,proxy_cluster,domain,easy,tool_route,camp_086
1107,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_001
1108,policy_edge,enterprise_eval,domain,medium,safety_route,camp_018
1109,domain_expert,normal,code_generation,hard,expert_route,camp_035
1110,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_057
1111,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_069
1112,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_086
1113,computer_use,normal,multi_step,easy,computer_route,camp_006
1114,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_028
1115,coding,suspicious_campaign,tool_planning,medium,code_route,camp_040
1116,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_057
1117,coding,normal,domain,hard,code_route,camp_074
1118,tool_use,proxy_cluster,domain,easy,tool_route,camp_096
1119,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_011
1120,policy_edge,enterprise_eval,domain,medium,safety_route,camp_028
1121,domain_expert,normal,code_generation,hard,expert_route,camp_045
1122,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_067
1123,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_079
1124,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_096
1125,computer_use,normal,multi_step,easy,computer_route,camp_016
1126,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_038
1127,coding,suspicious_campaign,tool_planning,medium,code_route,camp_050
1128,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_067
1129,coding,normal,domain,hard,code_route,camp_084
1130,tool_use,proxy_cluster,domain,easy,tool_route,camp_009
1131,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_021
1132,policy_edge,enterprise_eval,domain,medium,safety_route,camp_038
1133,domain_expert,normal,code_generation,hard,expert_route,camp_055
1134,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_077
1135,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_089
1136,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_009
1137,computer_use,normal,multi_step,easy,computer_route,camp_026
1138,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_048
1139,coding,suspicious_campaign,tool_planning,medium,code_route,camp_060
1140,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_077
1141,coding,normal,domain,hard,code_route,camp_094
1142,tool_use,proxy_cluster,domain,easy,tool_route,camp_019
1143,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_031
1144,policy_edge,enterprise_eval,domain,medium,safety_route,camp_048
1145,domain_expert,normal,code_generation,hard,expert_route,camp_065
1146,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_087
1147,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_002
1148,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_019
1149,computer_use,normal,multi_step,easy,computer_route,camp_036
1150,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_058
1151,coding,suspicious_campaign,tool_planning,medium,code_route,camp_070
1152,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_087
1153,coding,normal,domain,hard,code_route,camp_007
1154,tool_use,proxy_cluster,domain,easy,tool_route,camp_029
1155,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_041
1156,policy_edge,enterprise_eval,domain,medium,safety_route,camp_058
1157,domain_expert,normal,code_generation,hard,expert_route,camp_075
1158,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_000
1159,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_012
1160,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_029
1161,computer_use,normal,multi_step,easy,computer_route,camp_046
1162,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_068
1163,coding,suspicious_campaign,tool_planning,medium,code_route,camp_080
1164,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_000
1165,coding,normal,domain,hard,code_route,camp_017
1166,tool_use,proxy_cluster,domain,easy,tool_route,camp_039
1167,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_051
1168,policy_edge,enterprise_eval,domain,medium,safety_route,camp_068
1169,domain_expert,normal,code_generation,hard,expert_route,camp_085
1170,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_010
1171,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_022
1172,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_039
1173,computer_use,normal,multi_step,easy,computer_route,camp_056
1174,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_078
1175,coding,suspicious_campaign,tool_planning,medium,code_route,camp_090
1176,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_010
1177,coding,normal,domain,hard,code_route,camp_027
1178,tool_use,proxy_cluster,domain,easy,tool_route,camp_049
1179,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_061
1180,policy_edge,enterprise_eval,domain,medium,safety_route,camp_078
1181,domain_expert,normal,code_generation,hard,expert_route,camp_095
1182,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_020
1183,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_032
1184,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_049
1185,computer_use,normal,multi_step,easy,computer_route,camp_066
1186,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_088
1187,coding,suspicious_campaign,tool_planning,medium,code_route,camp_003
1188,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_020
1189,coding,normal,domain,hard,code_route,camp_037
1190,tool_use,proxy_cluster,domain,easy,tool_route,camp_059
1191,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_071
1192,policy_edge,enterprise_eval,domain,medium,safety_route,camp_088
1193,domain_expert,normal,code_generation,hard,expert_route,camp_008
1194,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_030
1195,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_042
1196,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_059
1197,computer_use,normal,multi_step,easy,computer_route,camp_076
1198,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_001
1199,coding,suspicious_campaign,tool_planning,medium,code_route,camp_013
1200,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_030
1201,coding,normal,domain,hard,code_route,camp_047
1202,tool_use,proxy_cluster,domain,easy,tool_route,camp_069
1203,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_081
1204,policy_edge,enterprise_eval,domain,medium,safety_route,camp_001
1205,domain_expert,normal,code_generation,hard,expert_route,camp_018
1206,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_040
1207,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_052
1208,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_069
1209,computer_use,normal,multi_step,easy,computer_route,camp_086
1210,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_011
1211,coding,suspicious_campaign,tool_planning,medium,code_route,camp_023
1212,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_040
1213,coding,normal,domain,hard,code_route,camp_057
1214,tool_use,proxy_cluster,domain,easy,tool_route,camp_079
1215,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_091
1216,policy_edge,enterprise_eval,domain,medium,safety_route,camp_011
1217,domain_expert,normal,code_generation,hard,expert_route,camp_028
1218,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_050
1219,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_062
1220,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_079
1221,computer_use,normal,multi_step,easy,computer_route,camp_096
1222,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_021
1223,coding,suspicious_campaign,tool_planning,medium,code_route,camp_033
1224,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_050
1225,coding,normal,domain,hard,code_route,camp_067
1226,tool_use,proxy_cluster,domain,easy,tool_route,camp_089
1227,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_004
1228,policy_edge,enterprise_eval,domain,medium,safety_route,camp_021
1229,domain_expert,normal,code_generation,hard,expert_route,camp_038
1230,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_060
1231,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_072
1232,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_089
1233,computer_use,normal,multi_step,easy,computer_route,camp_009
1234,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_031
1235,coding,suspicious_campaign,tool_planning,medium,code_route,camp_043
1236,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_060
1237,coding,normal,domain,hard,code_route,camp_077
1238,tool_use,proxy_cluster,domain,easy,tool_route,camp_002
1239,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_014
1240,policy_edge,enterprise_eval,domain,medium,safety_route,camp_031
1241,domain_expert,normal,code_generation,hard,expert_route,camp_048
1242,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_070
1243,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_082
1244,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_002
1245,computer_use,normal,multi_step,easy,computer_route,camp_019
1246,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_041
1247,coding,suspicious_campaign,tool_planning,medium,code_route,camp_053
1248,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_070
1249,coding,normal,domain,hard,code_route,camp_087
1250,tool_use,proxy_cluster,domain,easy,tool_route,camp_012
1251,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_024
1252,policy_edge,enterprise_eval,domain,medium,safety_route,camp_041
1253,domain_expert,normal,code_generation,hard,expert_route,camp_058
1254,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_080
1255,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_092
1256,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_012
1257,computer_use,normal,multi_step,easy,computer_route,camp_029
1258,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_051
1259,coding,suspicious_campaign,tool_planning,medium,code_route,camp_063
1260,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_080
1261,coding,normal,domain,hard,code_route,camp_000
1262,tool_use,proxy_cluster,domain,easy,tool_route,camp_022
1263,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_034
1264,policy_edge,enterprise_eval,domain,medium,safety_route,camp_051
1265,domain_expert,normal,code_generation,hard,expert_route,camp_068
1266,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_090
1267,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_005
1268,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_022
1269,computer_use,normal,multi_step,easy,computer_route,camp_039
1270,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_061
1271,coding,suspicious_campaign,tool_planning,medium,code_route,camp_073
1272,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_090
1273,coding,normal,domain,hard,code_route,camp_010
1274,tool_use,proxy_cluster,domain,easy,tool_route,camp_032
1275,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_044
1276,policy_edge,enterprise_eval,domain,medium,safety_route,camp_061
1277,domain_expert,normal,code_generation,hard,expert_route,camp_078
1278,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_003
1279,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_015
1280,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_032
1281,computer_use,normal,multi_step,easy,computer_route,camp_049
1282,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_071
1283,coding,suspicious_campaign,tool_planning,medium,code_route,camp_083
1284,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_003
1285,coding,normal,domain,hard,code_route,camp_020
1286,tool_use,proxy_cluster,domain,easy,tool_route,camp_042
1287,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_054
1288,policy_edge,enterprise_eval,domain,medium,safety_route,camp_071
1289,domain_expert,normal,code_generation,hard,expert_route,camp_088
1290,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_013
1291,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_025
1292,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_042
1293,computer_use,normal,multi_step,easy,computer_route,camp_059
1294,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_081
1295,coding,suspicious_campaign,tool_planning,medium,code_route,camp_093
1296,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_013
1297,coding,normal,domain,hard,code_route,camp_030
1298,tool_use,proxy_cluster,domain,easy,tool_route,camp_052
1299,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_064
1300,policy_edge,enterprise_eval,domain,medium,safety_route,camp_081
1301,domain_expert,normal,code_generation,hard,expert_route,camp_001
1302,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_023
1303,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_035
1304,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_052
1305,computer_use,normal,multi_step,easy,computer_route,camp_069
1306,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_091
1307,coding,suspicious_campaign,tool_planning,medium,code_route,camp_006
1308,reasoning,enterprise_eval,multi_step,easy,reasoning_route,camp_023
1309,coding,normal,domain,hard,code_route,camp_040
1310,tool_use,proxy_cluster,domain,easy,tool_route,camp_062
1311,domain_expert,suspicious_campaign,policy_edge,medium,expert_route,camp_074
1312,policy_edge,enterprise_eval,domain,medium,safety_route,camp_091
1313,domain_expert,normal,code_generation,hard,expert_route,camp_011
1314,reasoning,proxy_cluster,code_generation,easy,reasoning_route,camp_033
1315,computer_use,suspicious_campaign,simple_qa,hard,computer_route,camp_045
1316,tool_use,enterprise_eval,code_generation,easy,tool_route,camp_062
1317,computer_use,normal,multi_step,easy,computer_route,camp_079
1318,policy_edge,proxy_cluster,multi_step,medium,safety_route,camp_004
1319,coding,suspicious_campaign,tool_planning,medium,code_route,camp_016
